user_id,created_at,company_id,language,activated_at,state
4555,2013-10-08 08:44:00,12090,english,null,pending
4556,2013-10-08 10:40:00,1,english,2013-10-08 10:41:00,active
4557,2013-10-08 13:28:00,10124,english,2013-10-08 13:29:00,active
4558,2013-10-08 12:56:00,1920,english,null,pending
4559,2013-10-08 09:38:00,8322,chinese,2013-10-08 09:39:00,active
4560,2013-10-08 16:29:00,19,english,2013-10-08 16:31:00,active
4561,2013-10-08 06:46:00,1,arabic,2013-10-08 06:48:00,active
4562,2013-10-08 02:39:00,1,portugese,2013-10-08 02:40:00,active
4563,2013-10-08 16:58:00,8008,english,null,pending
4564,2013-10-08 14:09:00,8862,english,null,pending
4565,2013-10-08 04:55:00,7765,portugese,null,pending
4566,2013-10-08 17:46:00,12043,japanese,2013-10-08 17:47:00,active
4567,2013-10-08 13:18:00,10,japanese,2013-10-08 13:19:00,active
4568,2013-10-08 09:01:00,1354,german,2013-10-08 09:02:00,active
4569,2013-10-08 13:26:00,9,russian,2013-10-08 13:28:00,active
4570,2013-10-08 19:56:00,9855,english,2013-10-08 19:58:00,active
4571,2013-10-08 23:06:00,6778,english,null,pending
4572,2013-10-08 13:23:00,14,english,null,pending
4573,2013-10-08 15:34:00,7,english,null,pending
4574,2013-10-08 02:43:00,11797,english,null,pending
4575,2013-10-08 10:04:00,1623,japanese,2013-10-08 10:05:00,active
4576,2013-10-08 16:55:00,3421,english,null,pending
4577,2013-10-08 09:03:00,7,english,null,pending
4578,2013-10-08 19:29:00,11305,english,null,pending
4579,2013-10-08 11:01:00,6794,english,null,pending
4580,2013-10-08 09:01:00,10927,french,2013-10-08 09:02:00,active
4581,2013-10-08 22:40:00,1,english,2013-10-08 22:41:00,active
4582,2013-10-09 13:16:00,3,french,null,pending
4583,2013-10-09 13:37:00,4,english,2013-10-09 13:38:00,active
4584,2013-10-09 16:36:00,116,korean,2013-10-09 16:38:00,active
4585,2013-10-09 13:12:00,6285,english,2013-10-09 13:14:00,active
4586,2013-10-09 15:58:00,12621,english,2013-10-09 15:59:00,active
4587,2013-10-09 14:46:00,2201,korean,2013-10-09 14:48:00,active
4588,2013-10-09 09:39:00,6535,indian,null,pending
4589,2013-10-09 10:02:00,13101,english,null,pending
4590,2013-10-09 16:26:00,6412,german,2013-10-09 16:28:00,active
4591,2013-10-09 13:23:00,1857,french,2013-10-09 13:25:00,active
4592,2013-10-09 23:32:00,2542,spanish,2013-10-09 23:33:00,active
4593,2013-10-09 17:15:00,28,english,null,pending
4594,2013-10-09 22:14:00,12986,english,null,pending
4595,2013-10-09 19:27:00,12988,korean,2013-10-09 19:28:00,active
4596,2013-10-09 14:04:00,234,japanese,2013-10-09 14:05:00,active
4597,2013-10-09 08:42:00,9999,english,2013-10-09 08:43:00,active
4598,2013-10-09 06:23:00,1360,english,2013-10-09 06:24:00,active
4599,2013-10-09 07:19:00,13018,english,null,pending
4600,2013-10-09 22:55:00,7615,german,null,pending
4601,2013-10-09 16:54:00,9246,english,2013-10-09 16:56:00,active
4602,2013-10-09 16:00:00,1,korean,2013-10-09 16:02:00,active
4603,2013-10-09 21:03:00,8043,portugese,null,pending
4604,2013-10-09 12:12:00,4500,german,null,pending
4605,2013-10-09 17:40:00,4825,korean,2013-10-09 17:42:00,active
4606,2013-10-09 16:51:00,2,french,null,pending
4607,2013-10-09 14:17:00,132,japanese,null,pending
4608,2013-10-09 22:09:00,1,english,2013-10-09 22:11:00,active
4609,2013-10-09 17:43:00,13,french,2013-10-09 17:45:00,active
4610,2013-10-09 08:59:00,5756,japanese,2013-10-09 09:00:00,active
4611,2013-10-09 19:11:00,1840,indian,null,pending
4612,2013-10-10 19:06:00,3144,english,null,pending
4613,2013-10-10 09:08:00,930,english,null,pending
4614,2013-10-10 18:05:00,2337,english,null,pending
4615,2013-10-10 07:14:00,1268,english,2013-10-10 07:16:00,active
4616,2013-10-10 09:02:00,1270,german,null,pending
4617,2013-10-10 17:08:00,16,english,null,pending
4618,2013-10-10 12:55:00,11317,spanish,2013-10-10 12:56:00,active
4619,2013-10-10 09:01:00,1335,english,null,pending
4620,2013-10-10 21:07:00,5,english,2013-10-10 21:09:00,active
4621,2013-10-10 16:48:00,1175,french,null,pending
4622,2013-10-10 01:37:00,4185,english,2013-10-10 01:38:00,active
4623,2013-10-10 11:38:00,7,english,null,pending
4624,2013-10-10 07:36:00,15,russian,null,pending
4625,2013-10-10 11:38:00,1,japanese,2013-10-10 11:39:00,active
4626,2013-10-10 09:35:00,11893,english,2013-10-10 09:36:00,active
4627,2013-10-10 12:34:00,9290,japanese,2013-10-10 12:36:00,active
4628,2013-10-10 18:30:00,6850,french,2013-10-10 18:32:00,active
4629,2013-10-10 04:33:00,2416,russian,null,pending
4630,2013-10-10 16:13:00,7,german,2013-10-10 16:14:00,active
4631,2013-10-10 07:07:00,9,spanish,2013-10-10 07:08:00,active
4632,2013-10-10 08:36:00,3396,english,2013-10-10 08:38:00,active
4633,2013-10-10 20:23:00,97,english,null,pending
4634,2013-10-10 01:08:00,6892,english,null,pending
4635,2013-10-10 11:01:00,9030,english,2013-10-10 11:03:00,active
4636,2013-10-10 14:19:00,9814,japanese,2013-10-10 14:21:00,active
4637,2013-10-10 11:31:00,318,spanish,null,pending
4638,2013-10-10 11:09:00,8021,english,2013-10-10 11:10:00,active
4639,2013-10-10 14:16:00,302,korean,2013-10-10 14:17:00,active
4640,2013-10-10 16:08:00,6,english,null,pending
4641,2013-10-10 14:14:00,6399,french,2013-10-10 14:15:00,active
4642,2013-10-11 18:58:00,6,italian,2013-10-11 18:59:00,active
4643,2013-10-11 04:44:00,9280,english,null,pending
4644,2013-10-11 16:17:00,10018,japanese,null,pending
4645,2013-10-11 00:12:00,1,english,null,pending
4646,2013-10-11 07:57:00,7,english,2013-10-11 07:59:00,active
4647,2013-10-11 08:11:00,7134,english,null,pending
4648,2013-10-11 11:37:00,191,english,null,pending
4649,2013-10-11 12:25:00,5951,english,null,pending
4650,2013-10-11 20:07:00,1,english,2013-10-11 20:09:00,active
4651,2013-10-11 12:51:00,44,english,null,pending
4652,2013-10-11 02:20:00,1,english,null,pending
4653,2013-10-11 14:26:00,12821,portugese,null,pending
4654,2013-10-11 10:59:00,5222,german,2013-10-11 11:01:00,active
4655,2013-10-11 16:27:00,8138,spanish,null,pending
4656,2013-10-11 20:50:00,116,spanish,null,pending
4657,2013-10-11 17:52:00,9342,french,null,pending
4658,2013-10-11 16:49:00,4910,english,null,pending
4659,2013-10-11 03:58:00,7311,english,null,pending
4660,2013-10-11 16:02:00,6463,english,2013-10-11 16:04:00,active
4661,2013-10-11 15:33:00,3443,english,2013-10-11 15:34:00,active
4662,2013-10-11 17:20:00,1098,english,2013-10-11 17:22:00,active
4663,2013-10-11 17:15:00,9917,english,2013-10-11 17:17:00,active
4664,2013-10-11 14:43:00,25,french,2013-10-11 14:45:00,active
4665,2013-10-11 16:52:00,192,english,null,pending
4666,2013-10-11 17:14:00,2,english,null,pending
4667,2013-10-11 11:53:00,10723,english,null,pending
4668,2013-10-11 17:21:00,11478,english,2013-10-11 17:22:00,active
4669,2013-10-11 09:42:00,19,english,2013-10-11 09:44:00,active
4670,2013-10-11 09:21:00,6276,english,2013-10-11 09:23:00,active
4671,2013-10-12 17:25:00,1719,chinese,2013-10-12 17:26:00,active
4672,2013-10-12 18:19:00,3,arabic,2013-10-12 18:21:00,active
4673,2013-10-12 16:34:00,10582,english,2013-10-12 16:36:00,active
4674,2013-10-12 03:33:00,12046,english,null,pending
4675,2013-10-12 21:43:00,1,english,2013-10-12 21:45:00,active
4676,2013-10-12 19:55:00,4022,english,null,pending
4677,2013-10-12 09:25:00,11980,english,2013-10-12 09:26:00,active
4678,2013-10-12 16:03:00,10145,spanish,null,pending
4679,2013-10-12 13:51:00,10694,indian,2013-10-12 13:52:00,active
4680,2013-10-13 14:51:00,2,indian,2013-10-13 14:53:00,active
4681,2013-10-13 01:30:00,5,japanese,null,pending
4682,2013-10-13 16:06:00,3599,english,null,pending
4683,2013-10-13 22:05:00,7124,english,null,pending
4684,2013-10-13 09:51:00,11890,japanese,null,pending
4685,2013-10-13 10:22:00,11,german,null,pending
4686,2013-10-13 21:21:00,11609,english,2013-10-13 21:22:00,active
4687,2013-10-13 14:19:00,2,german,2013-10-13 14:21:00,active
4688,2013-10-13 10:49:00,4,english,2013-10-13 10:50:00,active
4689,2013-10-14 16:39:00,1,english,null,pending
4690,2013-10-14 17:56:00,18,english,null,pending
4691,2013-10-14 22:56:00,26,english,null,pending
4692,2013-10-14 19:36:00,5101,russian,null,pending
4693,2013-10-14 12:46:00,22,english,2013-10-14 12:47:00,active
4694,2013-10-14 15:49:00,11679,german,null,pending
4695,2013-10-14 15:44:00,21,spanish,null,pending
4696,2013-10-14 12:31:00,6493,english,2013-10-14 12:32:00,active
4697,2013-10-14 23:35:00,25,korean,2013-10-14 23:37:00,active
4698,2013-10-14 15:48:00,2132,portugese,null,pending
4699,2013-10-14 17:38:00,10878,arabic,2013-10-14 17:40:00,active
4700,2013-10-14 16:00:00,8,english,null,pending
4701,2013-10-14 15:33:00,12564,english,null,pending
4702,2013-10-14 17:15:00,12045,arabic,null,pending
4703,2013-10-14 02:57:00,3,english,null,pending
4704,2013-10-14 15:06:00,5634,indian,null,pending
4705,2013-10-14 10:24:00,11217,english,null,pending
4706,2013-10-14 16:25:00,7862,english,2013-10-14 16:27:00,active
4707,2013-10-14 15:29:00,12744,korean,null,pending
4708,2013-10-14 15:41:00,2449,chinese,2013-10-14 15:43:00,active
4709,2013-10-14 19:44:00,11988,english,null,pending
4710,2013-10-14 02:15:00,8373,english,null,pending
4711,2013-10-14 12:26:00,9256,japanese,2013-10-14 12:28:00,active
4712,2013-10-14 07:32:00,5129,german,null,pending
4713,2013-10-14 11:51:00,5633,english,null,pending
4714,2013-10-14 13:04:00,12355,french,null,pending
4715,2013-10-14 08:17:00,4779,english,null,pending
4716,2013-10-14 15:23:00,1779,english,2013-10-14 15:25:00,active
4717,2013-10-14 16:50:00,12827,japanese,2013-10-14 16:51:00,active
4718,2013-10-14 10:58:00,9561,english,2013-10-14 10:59:00,active
4719,2013-10-14 10:51:00,12,french,null,pending
4720,2013-10-14 14:12:00,1499,chinese,2013-10-14 14:13:00,active
4721,2013-10-15 09:50:00,8244,english,null,pending
4722,2013-10-15 19:33:00,8102,arabic,2013-10-15 19:34:00,active
4723,2013-10-15 06:26:00,8661,english,2013-10-15 06:27:00,active
4724,2013-10-15 08:34:00,12604,spanish,null,pending
4725,2013-10-15 15:22:00,10,english,2013-10-15 15:23:00,active
4726,2013-10-15 14:37:00,13,spanish,2013-10-15 14:39:00,active
4727,2013-10-15 10:12:00,10335,spanish,null,pending
4728,2013-10-15 19:56:00,5,english,null,pending
4729,2013-10-15 17:03:00,2697,english,2013-10-15 17:04:00,active
4730,2013-10-15 10:38:00,10272,japanese,2013-10-15 10:40:00,active
4731,2013-10-15 09:19:00,4695,english,null,pending
4732,2013-10-15 04:50:00,1,german,2013-10-15 04:51:00,active
4733,2013-10-15 11:46:00,112,french,2013-10-15 11:47:00,active
4734,2013-10-15 13:37:00,2,portugese,null,pending
4735,2013-10-15 10:35:00,10964,french,null,pending
4736,2013-10-15 10:01:00,4014,french,null,pending
4737,2013-10-15 10:42:00,15,japanese,null,pending
4738,2013-10-15 15:50:00,1,english,null,pending
4739,2013-10-15 00:34:00,11089,japanese,null,pending
4740,2013-10-15 16:41:00,33,english,null,pending
4741,2013-10-15 14:32:00,9168,english,null,pending
4742,2013-10-15 10:36:00,424,english,null,pending
4743,2013-10-15 11:12:00,3809,german,null,pending
4744,2013-10-15 17:04:00,7564,german,2013-10-15 17:06:00,active
4745,2013-10-15 19:13:00,5311,korean,2013-10-15 19:15:00,active
4746,2013-10-15 21:32:00,14,spanish,2013-10-15 21:34:00,active
4747,2013-10-15 18:23:00,6084,japanese,2013-10-15 18:24:00,active
4748,2013-10-15 11:10:00,4626,english,null,pending
4749,2013-10-15 17:17:00,1,english,null,pending
4750,2013-10-16 11:39:00,270,french,null,pending
4751,2013-10-16 05:42:00,7015,english,null,pending
4752,2013-10-16 12:21:00,26,english,null,pending
4753,2013-10-16 06:07:00,2195,english,null,pending
4754,2013-10-16 05:29:00,5392,indian,null,pending
4755,2013-10-16 15:57:00,8005,spanish,null,pending
4756,2013-10-16 17:22:00,5359,english,2013-10-16 17:24:00,active
4757,2013-10-16 17:43:00,10188,chinese,2013-10-16 17:45:00,active
4758,2013-10-16 03:03:00,9854,english,2013-10-16 03:04:00,active
4759,2013-10-16 10:47:00,3757,english,null,pending
4760,2013-10-16 14:49:00,4,french,null,pending
4761,2013-10-16 14:31:00,730,english,null,pending
4762,2013-10-16 11:39:00,8791,german,null,pending
4763,2013-10-16 14:05:00,19,spanish,null,pending
4764,2013-10-16 07:44:00,7387,german,null,pending
4765,2013-10-16 12:10:00,3278,indian,null,pending
4766,2013-10-16 18:19:00,5318,english,null,pending
4767,2013-10-16 15:47:00,49,arabic,2013-10-16 15:48:00,active
4768,2013-10-16 14:19:00,7411,japanese,2013-10-16 14:20:00,active
4769,2013-10-16 12:01:00,1060,spanish,2013-10-16 12:02:00,active
4770,2013-10-16 15:43:00,12005,spanish,2013-10-16 15:45:00,active
4771,2013-10-16 21:55:00,9903,japanese,2013-10-16 21:56:00,active
4772,2013-10-16 10:38:00,6542,russian,null,pending
4773,2013-10-16 16:44:00,7229,portugese,null,pending
4774,2013-10-16 10:14:00,7416,spanish,null,pending
4775,2013-10-16 16:44:00,9050,russian,2013-10-16 16:46:00,active
4776,2013-10-16 12:10:00,8516,english,2013-10-16 12:12:00,active
4777,2013-10-16 13:27:00,3083,english,2013-10-16 13:29:00,active
4778,2013-10-16 16:04:00,3302,arabic,null,pending
4779,2013-10-16 17:51:00,11001,spanish,2013-10-16 17:52:00,active
4780,2013-10-16 10:57:00,22,english,null,pending
4781,2013-10-16 14:59:00,64,english,2013-10-16 15:00:00,active
4782,2013-10-17 14:05:00,7,spanish,2013-10-17 14:06:00,active
4783,2013-10-17 14:27:00,8385,indian,null,pending
4784,2013-10-17 08:28:00,30,english,null,pending
4785,2013-10-17 16:11:00,15,english,null,pending
4786,2013-10-17 16:20:00,8003,english,2013-10-17 16:21:00,active
4787,2013-10-17 13:54:00,7747,english,2013-10-17 13:56:00,active
4788,2013-10-17 00:39:00,7,english,null,pending
4789,2013-10-17 09:21:00,7329,german,null,pending
4790,2013-10-17 11:49:00,3,spanish,null,pending
4791,2013-10-17 10:43:00,12294,arabic,null,pending
4792,2013-10-17 16:00:00,2,arabic,2013-10-17 16:01:00,active
4793,2013-10-17 11:16:00,1028,english,2013-10-17 11:17:00,active
4794,2013-10-17 11:28:00,9435,english,2013-10-17 11:29:00,active
4795,2013-10-17 15:26:00,9157,portugese,null,pending
4796,2013-10-17 00:11:00,7,english,2013-10-17 00:13:00,active
4797,2013-10-17 08:30:00,401,indian,null,pending
4798,2013-10-17 16:34:00,5265,spanish,null,pending
4799,2013-10-17 16:53:00,12188,english,2013-10-17 16:54:00,active
4800,2013-10-17 16:49:00,12168,french,null,pending
4801,2013-10-17 17:16:00,9145,english,null,pending
4802,2013-10-17 09:23:00,1287,english,2013-10-17 09:24:00,active
4803,2013-10-17 17:27:00,5404,english,2013-10-17 17:28:00,active
4804,2013-10-17 17:12:00,2,spanish,2013-10-17 17:14:00,active
4805,2013-10-17 15:53:00,4970,english,2013-10-17 15:54:00,active
4806,2013-10-17 12:21:00,3224,french,2013-10-17 12:22:00,active
4807,2013-10-17 12:12:00,2669,arabic,null,pending
4808,2013-10-17 13:30:00,2992,english,2013-10-17 13:32:00,active
4809,2013-10-17 11:22:00,571,german,2013-10-17 11:23:00,active
4810,2013-10-18 15:12:00,9960,english,null,pending
4811,2013-10-18 12:29:00,151,english,2013-10-18 12:30:00,active
4812,2013-10-18 09:05:00,3449,italian,null,pending
4813,2013-10-18 12:55:00,4072,french,null,pending
4814,2013-10-18 16:14:00,3542,italian,null,pending
4815,2013-10-18 04:29:00,3722,indian,2013-10-18 04:30:00,active
4816,2013-10-18 10:08:00,7842,indian,2013-10-18 10:10:00,active
4817,2013-10-18 14:58:00,5238,english,null,pending
4818,2013-10-18 10:29:00,845,english,2013-10-18 10:30:00,active
4819,2013-10-18 14:36:00,12861,arabic,null,pending
4820,2013-10-18 09:50:00,931,english,null,pending
4821,2013-10-18 13:11:00,53,english,null,pending
4822,2013-10-18 09:41:00,10937,chinese,null,pending
4823,2013-10-18 09:30:00,2033,indian,null,pending
4824,2013-10-18 14:34:00,2598,chinese,2013-10-18 14:35:00,active
4825,2013-10-18 09:41:00,6739,english,null,pending
4826,2013-10-18 08:14:00,2932,french,2013-10-18 08:15:00,active
4827,2013-10-18 15:41:00,2230,english,2013-10-18 15:43:00,active
4828,2013-10-18 09:06:00,11765,japanese,2013-10-18 09:07:00,active
4829,2013-10-18 22:13:00,8533,english,null,pending
4830,2013-10-18 15:17:00,10099,japanese,2013-10-18 15:19:00,active
4831,2013-10-18 09:16:00,3127,english,2013-10-18 09:18:00,active
4832,2013-10-18 19:34:00,13167,english,null,pending
4833,2013-10-18 13:17:00,13189,french,2013-10-18 13:19:00,active
4834,2013-10-18 09:56:00,4,japanese,null,pending
4835,2013-10-18 04:40:00,133,english,null,pending
4836,2013-10-18 12:17:00,10740,italian,null,pending
4837,2013-10-18 14:13:00,10079,portugese,null,pending
4838,2013-10-18 04:36:00,10665,english,2013-10-18 04:37:00,active
4839,2013-10-18 10:54:00,3233,indian,2013-10-18 10:55:00,active
4840,2013-10-18 14:39:00,2802,indian,null,pending
4841,2013-10-18 17:17:00,8782,korean,null,pending
4842,2013-10-18 05:53:00,7725,french,2013-10-18 05:55:00,active
4843,2013-10-19 03:03:00,95,english,null,pending
4844,2013-10-19 00:39:00,62,japanese,2013-10-19 00:40:00,active
4845,2013-10-19 14:01:00,24,indian,null,pending
4846,2013-10-19 09:24:00,1186,arabic,2013-10-19 09:25:00,active
4847,2013-10-19 04:00:00,8440,english,null,pending
4848,2013-10-19 09:58:00,5974,japanese,2013-10-19 09:59:00,active
4849,2013-10-19 12:34:00,52,english,null,pending
4850,2013-10-19 02:18:00,48,french,null,pending
4851,2013-10-19 10:38:00,9370,german,2013-10-19 10:40:00,active
4852,2013-10-20 01:41:00,15,english,2013-10-20 01:43:00,active
4853,2013-10-20 16:27:00,2354,french,2013-10-20 16:29:00,active
4854,2013-10-20 08:52:00,7,english,2013-10-20 08:53:00,active
4855,2013-10-20 11:53:00,20,arabic,2013-10-20 11:54:00,active
4856,2013-10-20 03:44:00,943,english,null,pending
4857,2013-10-20 12:43:00,10,english,null,pending
4858,2013-10-20 14:07:00,8630,english,null,pending
4859,2013-10-20 09:35:00,1,german,null,pending
4860,2013-10-20 19:45:00,25,russian,2013-10-20 19:46:00,active
4861,2013-10-20 17:12:00,5449,french,null,pending
4862,2013-10-21 16:58:00,12120,english,2013-10-21 17:00:00,active
4863,2013-10-21 16:53:00,11846,english,null,pending
4864,2013-10-21 16:28:00,30,english,2013-10-21 16:29:00,active
4865,2013-10-21 11:21:00,61,indian,2013-10-21 11:23:00,active
4866,2013-10-21 18:17:00,71,english,2013-10-21 18:19:00,active
4867,2013-10-21 07:23:00,55,english,2013-10-21 07:25:00,active
4868,2013-10-21 14:38:00,44,french,null,pending
4869,2013-10-21 06:33:00,1,indian,2013-10-21 06:34:00,active
4870,2013-10-21 17:53:00,59,english,null,pending
4871,2013-10-21 13:46:00,2657,spanish,2013-10-21 13:47:00,active
4872,2013-10-21 07:49:00,1,english,null,pending
4873,2013-10-21 12:34:00,10089,french,null,pending
4874,2013-10-21 07:28:00,1520,english,2013-10-21 07:30:00,active
4875,2013-10-21 14:20:00,9657,spanish,null,pending
4876,2013-10-21 18:31:00,4574,german,2013-10-21 18:32:00,active
4877,2013-10-21 17:46:00,10913,arabic,null,pending
4878,2013-10-21 08:18:00,8,english,null,pending
4879,2013-10-21 14:06:00,4375,chinese,2013-10-21 14:07:00,active
4880,2013-10-21 14:09:00,59,english,null,pending
4881,2013-10-21 12:10:00,12252,spanish,null,pending
4882,2013-10-21 11:01:00,8332,english,2013-10-21 11:02:00,active
4883,2013-10-21 11:27:00,6,french,null,pending
4884,2013-10-21 11:54:00,11187,chinese,null,pending
4885,2013-10-21 10:15:00,2026,japanese,2013-10-21 10:17:00,active
4886,2013-10-21 21:22:00,1,russian,null,pending
4887,2013-10-21 07:35:00,11678,english,null,pending
4888,2013-10-21 14:54:00,12680,english,null,pending
4889,2013-10-21 15:50:00,9090,japanese,null,pending
4890,2013-10-21 12:59:00,6530,german,2013-10-21 13:01:00,active
4891,2013-10-21 11:11:00,11745,japanese,null,pending
4892,2013-10-21 17:21:00,1,english,2013-10-21 17:23:00,active
4893,2013-10-22 14:23:00,3247,english,null,pending
4894,2013-10-22 05:25:00,14,korean,null,pending
4895,2013-10-22 07:33:00,2131,italian,2013-10-22 07:35:00,active
4896,2013-10-22 09:47:00,2561,english,2013-10-22 09:48:00,active
4897,2013-10-22 16:52:00,2522,german,2013-10-22 16:53:00,active
4898,2013-10-22 08:57:00,1,english,null,pending
4899,2013-10-22 02:22:00,542,russian,2013-10-22 02:24:00,active
4900,2013-10-22 07:14:00,48,english,null,pending
4901,2013-10-22 04:08:00,2816,english,2013-10-22 04:10:00,active
4902,2013-10-22 17:28:00,110,chinese,null,pending
4903,2013-10-22 22:07:00,3436,portugese,2013-10-22 22:09:00,active
4904,2013-10-22 21:25:00,19,english,2013-10-22 21:26:00,active
4905,2013-10-22 13:50:00,1,english,2013-10-22 13:52:00,active
4906,2013-10-22 16:48:00,2396,german,2013-10-22 16:49:00,active
4907,2013-10-22 08:31:00,7663,english,2013-10-22 08:32:00,active
4908,2013-10-22 11:26:00,9365,spanish,null,pending
4909,2013-10-22 13:36:00,11556,english,null,pending
4910,2013-10-22 04:50:00,5262,english,2013-10-22 04:52:00,active
4911,2013-10-22 12:48:00,5286,english,null,pending
4912,2013-10-22 14:17:00,6065,russian,null,pending
4913,2013-10-22 17:44:00,4628,german,2013-10-22 17:45:00,active
4914,2013-10-22 15:06:00,7292,german,2013-10-22 15:08:00,active
4915,2013-10-22 08:00:00,9431,arabic,2013-10-22 08:02:00,active
4916,2013-10-22 18:35:00,6715,spanish,2013-10-22 18:37:00,active
4917,2013-10-22 11:08:00,1390,english,null,pending
4918,2013-10-22 08:10:00,17,english,2013-10-22 08:11:00,active
4919,2013-10-22 17:57:00,712,indian,2013-10-22 17:59:00,active
4920,2013-10-22 21:11:00,5338,english,2013-10-22 21:12:00,active
4921,2013-10-22 15:12:00,10654,chinese,2013-10-22 15:14:00,active
4922,2013-10-22 17:49:00,56,spanish,2013-10-22 17:50:00,active
4923,2013-10-23 11:41:00,3361,english,2013-10-23 11:43:00,active
4924,2013-10-23 15:17:00,2525,english,2013-10-23 15:19:00,active
4925,2013-10-23 19:58:00,7093,english,null,pending
4926,2013-10-23 07:03:00,2851,japanese,null,pending
4927,2013-10-23 14:27:00,7907,german,null,pending
4928,2013-10-23 09:47:00,829,korean,2013-10-23 09:48:00,active
4929,2013-10-23 15:08:00,6959,english,2013-10-23 15:09:00,active
4930,2013-10-23 20:10:00,5,portugese,2013-10-23 20:11:00,active
4931,2013-10-23 17:53:00,75,english,null,pending
4932,2013-10-23 16:07:00,10,french,null,pending
4933,2013-10-23 17:07:00,8111,french,2013-10-23 17:09:00,active
4934,2013-10-23 11:26:00,6547,english,2013-10-23 11:27:00,active
4935,2013-10-23 08:21:00,7,spanish,2013-10-23 08:23:00,active
4936,2013-10-23 18:01:00,11899,japanese,2013-10-23 18:02:00,active
4937,2013-10-23 10:50:00,13107,english,2013-10-23 10:51:00,active
4938,2013-10-23 14:50:00,2476,indian,null,pending
4939,2013-10-23 10:07:00,7213,russian,null,pending
4940,2013-10-23 10:33:00,9089,english,null,pending
4941,2013-10-23 13:03:00,342,russian,null,pending
4942,2013-10-23 09:47:00,11738,english,null,pending
4943,2013-10-23 14:59:00,1,english,null,pending
4944,2013-10-23 12:07:00,214,english,null,pending
4945,2013-10-23 16:04:00,81,english,null,pending
4946,2013-10-23 15:42:00,840,english,2013-10-23 15:43:00,active
4947,2013-10-23 13:39:00,4470,spanish,null,pending
4948,2013-10-23 13:18:00,11937,french,null,pending
4949,2013-10-23 03:46:00,12110,korean,2013-10-23 03:48:00,active
4950,2013-10-23 10:47:00,11370,korean,2013-10-23 10:49:00,active
4951,2013-10-23 14:02:00,6947,indian,null,pending
4952,2013-10-23 11:03:00,9349,english,null,pending
4953,2013-10-23 17:42:00,7133,spanish,2013-10-23 17:44:00,active
4954,2013-10-23 16:24:00,1,french,2013-10-23 16:26:00,active
4955,2013-10-23 06:21:00,2,english,null,pending
4956,2013-10-23 13:16:00,2699,english,2013-10-23 13:17:00,active
4957,2013-10-23 07:05:00,11303,english,2013-10-23 07:07:00,active
4958,2013-10-23 19:20:00,525,english,2013-10-23 19:21:00,active
4959,2013-10-23 17:50:00,3,english,2013-10-23 17:52:00,active
4960,2013-10-24 09:58:00,3270,english,2013-10-24 09:59:00,active
4961,2013-10-24 18:31:00,12819,english,null,pending
4962,2013-10-24 16:03:00,13138,english,null,pending
4963,2013-10-24 09:44:00,3813,italian,2013-10-24 09:45:00,active
4964,2013-10-24 11:26:00,6529,english,2013-10-24 11:27:00,active
4965,2013-10-24 12:00:00,1004,english,2013-10-24 12:01:00,active
4966,2013-10-24 11:43:00,5985,spanish,null,pending
4967,2013-10-24 11:20:00,26,english,2013-10-24 11:21:00,active
4968,2013-10-24 18:00:00,1288,english,null,pending
4969,2013-10-24 23:12:00,9477,russian,2013-10-24 23:14:00,active
4970,2013-10-24 18:55:00,12503,german,2013-10-24 18:56:00,active
4971,2013-10-24 09:33:00,1,english,null,pending
4972,2013-10-24 14:53:00,4099,english,2013-10-24 14:55:00,active
4973,2013-10-24 13:13:00,1342,english,2013-10-24 13:14:00,active
4974,2013-10-24 19:01:00,215,english,2013-10-24 19:02:00,active
4975,2013-10-24 17:32:00,6656,chinese,null,pending
4976,2013-10-24 11:42:00,10474,chinese,2013-10-24 11:44:00,active
4977,2013-10-24 19:26:00,2246,english,2013-10-24 19:27:00,active
4978,2013-10-24 10:11:00,15,arabic,null,pending
4979,2013-10-24 12:14:00,33,spanish,null,pending
4980,2013-10-24 17:17:00,6549,english,null,pending
4981,2013-10-24 16:49:00,19,japanese,2013-10-24 16:50:00,active
4982,2013-10-24 15:02:00,8,english,2013-10-24 15:03:00,active
4983,2013-10-24 16:46:00,886,english,null,pending
4984,2013-10-24 07:54:00,11,italian,null,pending
4985,2013-10-24 17:44:00,14,english,2013-10-24 17:46:00,active
4986,2013-10-24 15:24:00,36,english,2013-10-24 15:25:00,active
4987,2013-10-24 05:17:00,8976,french,null,pending
4988,2013-10-24 09:37:00,1079,portugese,2013-10-24 09:39:00,active
4989,2013-10-24 17:36:00,7532,spanish,2013-10-24 17:37:00,active
4990,2013-10-24 12:40:00,7290,english,null,pending
4991,2013-10-24 09:16:00,12502,english,2013-10-24 09:17:00,active
4992,2013-10-24 10:23:00,567,english,null,pending
4993,2013-10-24 17:35:00,10138,korean,null,pending
4994,2013-10-24 21:02:00,7143,english,null,pending
4995,2013-10-25 08:43:00,11260,chinese,2013-10-25 08:44:00,active
4996,2013-10-25 09:24:00,1,english,2013-10-25 09:25:00,active
4997,2013-10-25 10:01:00,5696,spanish,2013-10-25 10:03:00,active
4998,2013-10-25 11:17:00,3460,english,null,pending
4999,2013-10-25 18:40:00,4539,spanish,null,pending
5000,2013-10-25 22:21:00,12241,arabic,null,pending
5001,2013-10-25 15:39:00,12872,english,2013-10-25 15:41:00,active
5002,2013-10-25 16:03:00,21,english,null,pending
